FormName,FormFreq,Username,The people I work with have excellent knowledge of autism,"I feel that if a new person was to join the team and they disclosed they were autistic, they would be well supported and understood by others",I feel that the management of the team are constantly improving their knowledge about autism,It is easy to find information within the organisation about supporting autistic employees,There are established pathways for autistic people to seek advice and support for managing their daily work activities,The organisation has been proactive in making adjustments and providing autism awareness training for employees,I think the organisation performs better than other organisations in the sector in terms of quality of support for autistic employees,Date,ID
Autistica - Organisational Culture,30,77773077,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1537
Autistica - Organisational Culture,30,47375033,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1538
Autistica - Organisational Culture,30,39847852,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1539
Autistica - Organisational Culture,30,68971632,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,10/07/2019,1540
Autistica - Organisational Culture,30,22090963,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1541
Autistica - Organisational Culture,30,60377624,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,10/07/2019,1542
Autistica - Organisational Culture,30,30738880,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,10/07/2019,1543
Autistica - Organisational Culture,30,86589369,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1544
Autistica - Organisational Culture,30,66155821,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,10/07/2019,1545
Autistica - Organisational Culture,30,61677296,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1546
Autistica - Organisational Culture,30,56419454,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1547
Autistica - Organisational Culture,30,86397034,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,10/07/2019,1548
Autistica - Organisational Culture,30,41455969,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1549
Autistica - Organisational Culture,30,23394144,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,10/07/2019,1550
Autistica - Organisational Culture,30,21326904,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1551
Autistica - Organisational Culture,30,44980497,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1552
Autistica - Organisational Culture,30,38982647,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1553
Autistica - Organisational Culture,30,80484260,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,10/07/2019,1554
Autistica - Organisational Culture,30,24052776,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1555
Autistica - Organisational Culture,30,70538701,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,10/07/2019,1556
Autistica - Organisational Culture,30,89804580,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1557
Autistica - Organisational Culture,30,17191527,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,10/07/2019,1558
Autistica - Organisational Culture,30,12248148,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1559
Autistica - Organisational Culture,30,14567809,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1560
Autistica - Organisational Culture,30,53779464,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,10/07/2019,1561
Autistica - Organisational Culture,30,97777931,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1562
Autistica - Organisational Culture,30,99713717,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1563
Autistica - Organisational Culture,30,93466703,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1564
Autistica - Organisational Culture,30,37419497,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1565
Autistica - Organisational Culture,30,35358065,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1566
Autistica - Organisational Culture,30,86131995,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,10/07/2019,1567
Autistica - Organisational Culture,30,57180656,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,10/07/2019,1568
Autistica - Organisational Culture,30,62929404,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1569
Autistica - Organisational Culture,30,30901982,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1570
Autistica - Organisational Culture,30,93085379,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,10/07/2019,1571
Autistica - Organisational Culture,30,77431644,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1572
Autistica - Organisational Culture,30,67013133,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,10/07/2019,1573
Autistica - Organisational Culture,30,13838301,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1574
Autistica - Organisational Culture,30,66718298,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,10/07/2019,1575
Autistica - Organisational Culture,30,24641611,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1576
Autistica - Organisational Culture,30,67388864,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1577
Autistica - Organisational Culture,30,25055544,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1578
Autistica - Organisational Culture,30,24503298,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1579
Autistica - Organisational Culture,30,43928283,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,10/07/2019,1580
Autistica - Organisational Culture,30,19630284,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,10/07/2019,1581
Autistica - Organisational Culture,30,87042105,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1582
Autistica - Organisational Culture,30,71593024,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,10/07/2019,1583
Autistica - Organisational Culture,30,31866214,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1584
Autistica - Organisational Culture,30,97162166,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1585
Autistica - Organisational Culture,30,41273901,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1586
Autistica - Organisational Culture,30,43440948,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1587
Autistica - Organisational Culture,30,77705205,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1588
Autistica - Organisational Culture,30,58358243,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,10/07/2019,1589
Autistica - Organisational Culture,30,47815963,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1590
Autistica - Organisational Culture,30,69828639,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,10/07/2019,1591
Autistica - Organisational Culture,30,38868666,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1592
Autistica - Organisational Culture,30,72888018,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,10/07/2019,1593
Autistica - Organisational Culture,30,43522829,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1594
Autistica - Organisational Culture,30,41811454,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,10/07/2019,1595
Autistica - Organisational Culture,30,40690745,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1596
Autistica - Organisational Culture,30,25057429,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1597
Autistica - Organisational Culture,30,39249976,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1598
Autistica - Organisational Culture,30,63410382,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,10/07/2019,1599
Autistica - Organisational Culture,30,61657100,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1600
Autistica - Organisational Culture,30,22222222,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/07/2019,1601
Autistica - Organisational Culture,30,11111111,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/07/2019,1602
Autistica - Organisational Culture,30,12077101,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/07/2019,1603
Autistica - Organisational Culture,30,38961843,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/07/2019,1604
Autistica - Organisational Culture,30,67611589,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/07/2019,1605
Autistica - Organisational Culture,30,32500162,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/07/2019,1606
Autistica - Organisational Culture,30,90705766,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30/07/2019,1607
Autistica - Organisational Culture,30,46465154,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/07/2019,1608
Autistica - Organisational Culture,30,36480781,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/07/2019,1609
Autistica - Organisational Culture,30,86004302,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/07/2019,1610
Autistica - Organisational Culture,30,74046800,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,30/07/2019,1611
Autistica - Organisational Culture,30,67512682,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/07/2019,1612
Autistica - Organisational Culture,30,87436666,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/07/2019,1613
Autistica - Organisational Culture,30,28755653,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/07/2019,1614
Autistica - Organisational Culture,30,66722819,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/07/2019,1615
Autistica - Organisational Culture,30,65438804,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/07/2019,1616
Autistica - Organisational Culture,30,15938146,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/07/2019,1617
Autistica - Organisational Culture,30,37603401,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,30/07/2019,1618
Autistica - Organisational Culture,30,23337145,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/07/2019,1619
Autistica - Organisational Culture,30,99599196,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,30/07/2019,1620
